"attribution_id","incident_id","attribution_year","attribution_month","attribution_day","attribution_date","attribution_basis","attribution_type","attribution_subtype","attributing_country","attributing_actor","attributing_company","settled_attribution","initiator_name","initiator_alpha_2","initiator_country","initiator_category","initiator_subcategory"
12400,1514,"2022","5","10","2022-5-10","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","Canada","Government of Canada","Not available",False,"Unknown","RU","Russia","State","Not available"
12401,1514,"2022","5","10","2022-5-10","Attribution by EU institution/agency","Political statement / report (e.g., on government / state agency websites)","Not available","EU (region)","High Representative of the Union for Foreign Affairs and Security Policy (HR/VP)","Not available",False,"Unknown","RU","Russia","State","Not available"
12402,1514,"2022","5","10","2022-5-10","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","United Kingdom","Liz Truss (Secretary of State for Foreign, Commonwealth and Development Affairs, United Kingdom)","Not available",False,"Unknown","RU","Russia","State","Not available"
12403,1514,"2022","5","10","2022-5-10","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","United Kingdom","United Kingdom’s National Cyber Security Centre (NCSC)","Not available",False,"Unknown","RU","Russia","State","Not available"
12404,1514,"2022","5","10","2022-5-10","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","United States","Antony J. Blinken (Secretary of State, USA)","Not available",False,"Unknown","RU","Russia","State","Not available"
12405,1514,"2022","5","10","2022-5-10","Attribution by third-party","Political statement / report (e.g., on government / state agency websites)","Not available","Australia","Marise Payne (Minister for Foreign Affairs; Minister for Women, AUS)","Not available",False,"Unknown","RU","Russia","State","Not available"
12406,1514,"2022","7","19","2022-7-19","Attribution by EU institution/agency","Political statement / report (e.g., on government / state agency websites)","Not available","EU (region)","High Representative of the Union for Foreign Affairs and Security Policy (HR/VP)","Not available",True,"Unknown","RU","Russia","State","Not available"
12408,1500,"2022","9","19","2022-9-19","Attacker confirms","Self-attribution in the course of the attack (e.g., via defacement statements on websites)","Not available","Central America (region)","Guacamaya","Not available",True,"Guacamaya","CENTAM","Central America (region)","Non-state-group","Hacktivist(s)"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","United Kingdom","Australian Cyber Security Centre (ACSC)","Not available",False,"Afkar System Yazd Company","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","Australia","Cyber National Mission Force (CNMF)","Not available",False,"Afkar System Yazd Company","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","United Kingdom","Department of the Treasury’s Office of Foreign Assets Control (OFAC)","Not available",False,"Afkar System Yazd Company","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","Canada","Federal Bureau of Investigation (FBI)","Not available",False,"Afkar System Yazd Company","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","Canada","Federal Bureau of Investigation (FBI)","Not available",False,"Najee Technology Hooshmand Fater LLC","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","Canada","Department of the Treasury’s Office of Foreign Assets Control (OFAC)","Not available",False,"Iran Revolutionary Guard Corps","IR","Iran, Islamic Republic of","State","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","United Kingdom","Department of the Treasury’s Office of Foreign Assets Control (OFAC)","Not available",False,"Iran Revolutionary Guard Corps","IR","Iran, Islamic Republic of","State","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","Australia"," US Cyber Command (USCC / US CYCOM)","Not available",False,"Afkar System Yazd Company","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","Australia","Federal Bureau of Investigation (FBI)","Not available",False,"Afkar System Yazd Company","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","United Kingdom","Federal Bureau of Investigation (FBI)","Not available",False,"Najee Technology Hooshmand Fater LLC","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","United Kingdom","Federal Bureau of Investigation (FBI)","Not available",False,"Afkar System Yazd Company","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","Canada","Department of the Treasury’s Office of Foreign Assets Control (OFAC)","Not available",False,"Afkar System Yazd Company","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","United Kingdom","Federal Bureau of Investigation (FBI)","Not available",False,"Iran Revolutionary Guard Corps","IR","Iran, Islamic Republic of","State","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","Canada","Department of the Treasury’s Office of Foreign Assets Control (OFAC)","Not available",False,"Najee Technology Hooshmand Fater LLC","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","Canada","Cybersecurity and Infrastructure Security Agency (CISA)","Not available",False,"Iran Revolutionary Guard Corps","IR","Iran, Islamic Republic of","State","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","Canada","Cybersecurity and Infrastructure Security Agency (CISA)","Not available",False,"Afkar System Yazd Company","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","United Kingdom","National Security Agency (NSA)","Not available",False,"Najee Technology Hooshmand Fater LLC","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","United Kingdom","National Security Agency (NSA)","Not available",False,"Afkar System Yazd Company","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","Australia","Federal Bureau of Investigation (FBI)","Not available",False,"Najee Technology Hooshmand Fater LLC","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","United Kingdom","National Security Agency (NSA)","Not available",False,"Iran Revolutionary Guard Corps","IR","Iran, Islamic Republic of","State","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","United Kingdom"," US Cyber Command (USCC / US CYCOM)","Not available",False,"Najee Technology Hooshmand Fater LLC","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","United Kingdom"," US Cyber Command (USCC / US CYCOM)","Not available",False,"Afkar System Yazd Company","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","United Kingdom"," US Cyber Command (USCC / US CYCOM)","Not available",False,"Iran Revolutionary Guard Corps","IR","Iran, Islamic Republic of","State","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","United Kingdom","Cyber National Mission Force (CNMF)","Not available",False,"Najee Technology Hooshmand Fater LLC","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","Australia","Department of the Treasury’s Office of Foreign Assets Control (OFAC)","Not available",False,"Iran Revolutionary Guard Corps","IR","Iran, Islamic Republic of","State","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","Australia"," US Cyber Command (USCC / US CYCOM)","Not available",False,"Najee Technology Hooshmand Fater LLC","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","United Kingdom","Cyber National Mission Force (CNMF)","Not available",False,"Afkar System Yazd Company","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","Australia","Cyber National Mission Force (CNMF)","Not available",False,"Iran Revolutionary Guard Corps","IR","Iran, Islamic Republic of","State","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","United Kingdom","Cybersecurity and Infrastructure Security Agency (CISA)","Not available",False,"Iran Revolutionary Guard Corps","IR","Iran, Islamic Republic of","State","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","Australia","National Security Agency (NSA)","Not available",False,"Najee Technology Hooshmand Fater LLC","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","Canada","Cyber National Mission Force (CNMF)","Not available",False,"Najee Technology Hooshmand Fater LLC","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","Canada","Cyber National Mission Force (CNMF)","Not available",False,"Afkar System Yazd Company","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","Canada","Cyber National Mission Force (CNMF)","Not available",False,"Iran Revolutionary Guard Corps","IR","Iran, Islamic Republic of","State","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","Australia","National Security Agency (NSA)","Not available",False,"Afkar System Yazd Company","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","Canada","Australian Cyber Security Centre (ACSC)","Not available",False,"Najee Technology Hooshmand Fater LLC","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","Canada","Australian Cyber Security Centre (ACSC)","Not available",False,"Afkar System Yazd Company","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","Canada","Australian Cyber Security Centre (ACSC)","Not available",False,"Iran Revolutionary Guard Corps","IR","Iran, Islamic Republic of","State","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","Canada","Canadian Centre for Cyber Security (CCCS)","Not available",False,"Najee Technology Hooshmand Fater LLC","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","Canada"," US Cyber Command (USCC / US CYCOM)","Not available",False,"Najee Technology Hooshmand Fater LLC","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","Australia","Federal Bureau of Investigation (FBI)","Not available",False,"Iran Revolutionary Guard Corps","IR","Iran, Islamic Republic of","State","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","Canada","Canadian Centre for Cyber Security (CCCS)","Not available",False,"Afkar System Yazd Company","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","Canada","National Security Agency (NSA)","Not available",False,"Iran Revolutionary Guard Corps","IR","Iran, Islamic Republic of","State","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","Canada","Canadian Centre for Cyber Security (CCCS)","Not available",False,"Iran Revolutionary Guard Corps","IR","Iran, Islamic Republic of","State","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","Canada","United Kingdom’s National Cyber Security Centre (NCSC)","Not available",False,"Najee Technology Hooshmand Fater LLC","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","Canada","United Kingdom’s National Cyber Security Centre (NCSC)","Not available",False,"Afkar System Yazd Company","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","Australia","National Security Agency (NSA)","Not available",False,"Iran Revolutionary Guard Corps","IR","Iran, Islamic Republic of","State","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","Canada","United Kingdom’s National Cyber Security Centre (NCSC)","Not available",False,"Iran Revolutionary Guard Corps","IR","Iran, Islamic Republic of","State","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","Canada","National Security Agency (NSA)","Not available",False,"Afkar System Yazd Company","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","Canada","National Security Agency (NSA)","Not available",False,"Najee Technology Hooshmand Fater LLC","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","United Kingdom","Cybersecurity and Infrastructure Security Agency (CISA)","Not available",False,"Najee Technology Hooshmand Fater LLC","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","Canada","Federal Bureau of Investigation (FBI)","Not available",False,"Iran Revolutionary Guard Corps","IR","Iran, Islamic Republic of","State","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","United Kingdom","Cybersecurity and Infrastructure Security Agency (CISA)","Not available",False,"Afkar System Yazd Company","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","United Kingdom","Department of the Treasury’s Office of Foreign Assets Control (OFAC)","Not available",False,"Najee Technology Hooshmand Fater LLC","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","Canada"," US Cyber Command (USCC / US CYCOM)","Not available",False,"Iran Revolutionary Guard Corps","IR","Iran, Islamic Republic of","State","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","United Kingdom","Cyber National Mission Force (CNMF)","Not available",False,"Iran Revolutionary Guard Corps","IR","Iran, Islamic Republic of","State","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","United Kingdom","Australian Cyber Security Centre (ACSC)","Not available",False,"Iran Revolutionary Guard Corps","IR","Iran, Islamic Republic of","State","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","United States","Federal Bureau of Investigation (FBI)","Not available",False,"Iran Revolutionary Guard Corps","IR","Iran, Islamic Republic of","State","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","United States","National Security Agency (NSA)","Not available",False,"Najee Technology Hooshmand Fater LLC","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","United States","National Security Agency (NSA)","Not available",False,"Afkar System Yazd Company","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","United States","National Security Agency (NSA)","Not available",False,"Iran Revolutionary Guard Corps","IR","Iran, Islamic Republic of","State","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","United States"," US Cyber Command (USCC / US CYCOM)","Not available",False,"Najee Technology Hooshmand Fater LLC","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","United States"," US Cyber Command (USCC / US CYCOM)","Not available",False,"Afkar System Yazd Company","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","United States"," US Cyber Command (USCC / US CYCOM)","Not available",False,"Iran Revolutionary Guard Corps","IR","Iran, Islamic Republic of","State","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","United States","Cyber National Mission Force (CNMF)","Not available",False,"Najee Technology Hooshmand Fater LLC","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","United States","Cyber National Mission Force (CNMF)","Not available",False,"Afkar System Yazd Company","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","Australia","Cybersecurity and Infrastructure Security Agency (CISA)","Not available",False,"Najee Technology Hooshmand Fater LLC","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","Australia","Australian Cyber Security Centre (ACSC)","Not available",False,"Iran Revolutionary Guard Corps","IR","Iran, Islamic Republic of","State","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","Australia","Australian Cyber Security Centre (ACSC)","Not available",False,"Afkar System Yazd Company","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","United States","Cyber National Mission Force (CNMF)","Not available",False,"Iran Revolutionary Guard Corps","IR","Iran, Islamic Republic of","State","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","United States","Australian Cyber Security Centre (ACSC)","Not available",False,"Najee Technology Hooshmand Fater LLC","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","United States","Australian Cyber Security Centre (ACSC)","Not available",False,"Afkar System Yazd Company","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","United States","Australian Cyber Security Centre (ACSC)","Not available",False,"Iran Revolutionary Guard Corps","IR","Iran, Islamic Republic of","State","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","United States","Canadian Centre for Cyber Security (CCCS)","Not available",False,"Najee Technology Hooshmand Fater LLC","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","Australia","Australian Cyber Security Centre (ACSC)","Not available",False,"Najee Technology Hooshmand Fater LLC","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","United States","Canadian Centre for Cyber Security (CCCS)","Not available",False,"Afkar System Yazd Company","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","United States","Canadian Centre for Cyber Security (CCCS)","Not available",False,"Iran Revolutionary Guard Corps","IR","Iran, Islamic Republic of","State","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","United States","United Kingdom’s National Cyber Security Centre (NCSC)","Not available",False,"Najee Technology Hooshmand Fater LLC","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","United States","United Kingdom’s National Cyber Security Centre (NCSC)","Not available",False,"Afkar System Yazd Company","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","United States","United Kingdom’s National Cyber Security Centre (NCSC)","Not available",False,"Iran Revolutionary Guard Corps","IR","Iran, Islamic Republic of","State","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","Australia","Canadian Centre for Cyber Security (CCCS)","Not available",False,"Najee Technology Hooshmand Fater LLC","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","United Kingdom","Australian Cyber Security Centre (ACSC)","Not available",False,"Najee Technology Hooshmand Fater LLC","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","Australia","Canadian Centre for Cyber Security (CCCS)","Not available",False,"Afkar System Yazd Company","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","Australia","Cybersecurity and Infrastructure Security Agency (CISA)","Not available",False,"Afkar System Yazd Company","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","United Kingdom","Canadian Centre for Cyber Security (CCCS)","Not available",False,"Najee Technology Hooshmand Fater LLC","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","United Kingdom","Canadian Centre for Cyber Security (CCCS)","Not available",False,"Afkar System Yazd Company","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","United Kingdom","Canadian Centre for Cyber Security (CCCS)","Not available",False,"Iran Revolutionary Guard Corps","IR","Iran, Islamic Republic of","State","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","United Kingdom","United Kingdom’s National Cyber Security Centre (NCSC)","Not available",False,"Najee Technology Hooshmand Fater LLC","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","United Kingdom","United Kingdom’s National Cyber Security Centre (NCSC)","Not available",False,"Afkar System Yazd Company","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","United Kingdom","United Kingdom’s National Cyber Security Centre (NCSC)","Not available",False,"Iran Revolutionary Guard Corps","IR","Iran, Islamic Republic of","State","Not available"
12409,1493,"2022","9","14","2022-9-14","Attribution by receiver government / state entity","Technical report (e.g., by IT-companies, Citizen Lab, EFF)","Not available","Australia","Department of the Treasury’s Office of Foreign Assets Control (OFAC)","Not available",False,"Afkar System Yazd Company","IR","Iran, Islamic Republic of","State affiliated actor","Not available"
